,Comments,Comment ID
222,"Crompton 100L Desert cooler is around 9,500 after card discount",533362_1
223,Got galaxy watch 4 classic LTE for 16k @Amazon,952241_1
224,Redmi K50i is a good deal,619618_1
225,IQOO 9 or S21FE....which one to buy??? because both these phones are at same price at this moment,898371_1
226,Poco x5( 6 - 128) at 15000 with bank offers,136148_1
227,The tirrr tirrr sound is really irritating,385787_1
228,Realme GT2 23999/- with bank offer,462498_1
229,Mivi roam 2 available at 898 usually is 1199,823025_1
230,Invincible is back to its launch price.,366089_1
231,Sony Linkbuds S for 9740 with icici credit card.,772093_1
232,creaky Sound. make this video Annoying,114261_1
233,Sony XM5 at 24.5k,927085_1
234,Nothing phone 256 gb is on sale…..I managed to buy mine for 30500 and that too the white variant .,486506_1
235,"Philips Wireless On Ear Headphones TAH8506BK,
8000 rupees only",970651_1
236,Realme gt 2 under 25k,850442_1
237,Check return on those Apple Watch deals,895301_1
238,"I actually got the nothing phone 1 8gb 256gb at 27200 
With the SBI card offer that too on no cost emi 
So does it count ? #beebom",870039_1
239,Galaxy buds 2 pro is now available at a whopping discount of 5k.. so with offer it comes to around 12k(original price -17k),407695_1
240,No bs straight to the point…👏🏻,702984_1
241,"Samsung 150 watt sound bars 
I got 6300 this seems be a great deal thanks😊",253862_1
242,can anybody tell what extension he's using to compare the price changes?,287699_1
243,Nokia laptop,520395_1
244,following beebom for a looong time,356963_1
245,should we buy laptops now or wait for Big Billion Days sale?,529359_1
246,"What about Moto edge 30 pro in ₹35,000 with Snapdragon 8 Gen 1, but will it fare, will it work for long term? Build quality etc, i don't worry about software UPDATE as it's android 12 experience is the best  (please send reply or video🙏)",467098_1
247,Petition to bring back the old intro,394307_1
248,Pixel 7 is available for 44k.on amazon,411242_1
249,That infographic SFX is irritating & irrelevant 😒,907457_1
250,"All offers are pretty cool
My bank a/c balance is Rs 20.02 
It never makes me fool 😂",913893_1
251,"Noise Evolve 2 Smart Watch Is Available At 1799 Rupees
A Great Deal For An Amoled round Dial Smart Watch !",974335_1
252,OnePlus  Bullets wireless Z2 current price is1599 usuall it goes around 1799 it is good neckband❤,595527_1
253,Samsung smart watch 4 after discount it's 11249 and not 10249 according to your video,722090_1
254,Google pixel 6 pro,758496_1
255,Bro anyone reading comments. Don't go for Samsung S20 FE. Its too old now....aur kitna nichodo ge.,298635_1
256,Beebom knows what consumers want. Amazing Video.,440461_1
257,Can I go for S21 Fe is it really worth buying in 2023?,614720_1
258,"Other than apple or high end, all remaining Smart watches are always bad deals as these are just fake in terms of Sensors and just a step counter.",382070_1
259,Not as many interesting phones in midrange as last year,330395_1
260,Iqoo Neo 6??,327394_1
261,"Can somebody recommend me some budget smartphones with ""type c to hdmi out"" feature like displaying out the phone screen in a tv or a moniter? Except for the samsung ones.",122429_1
262,"Hey  beebom! GALAXY BUDS live are available for 4999, is it a good deal vs others at same price",435409_1
263,Why the heck is s22 ultra price not dropping!,610230_1
264,Sir...please review of OnePlus Nord ce3 lite,134749_1
265,"Apple Watch Ultra, currently at 75k, excluding bank offers. Generally it sells at 84k -90k.",555589_1
266,Realme gt 2,94303_1
267,ya but S20 Fe is kind of really old right. the chip support from qualcomm could be another area where clarity is required.,718642_1
268,Galaxy Watch 5 LTE is available for 17.5k normally it fluctuates in 32k-36k range but you will need SBI card and maybe it user specific.,968512_1
269,Just 21999 😂 just,838629_1
270,"Redmi K50i normal prize - 23/27k

Current price - 21/24k",766190_1
